PASOS PRECIO
0.0 897.8449999999999
50.0 866.4250000000002
100.0 845.1550000000002
150.0 831.065
200.0 828.205
250.0 868.905
300.0 860.5500000000005
350.0 856.4400000000004
400.0 828.3150000000004
450.0 833.1700000000005
500.0 848.6400000000006
550.0 844.4200000000002
600.0 829.6500000000002
650.0 839.1900000000004
700.0 838.2050000000003
750.0 845.0
800.0 848.4299999999998
850.0 845.0099999999995
900.0 832.5399999999997
950.0 835.7849999999999
1000.0 833.2249999999997
1050.0 836.1850000000001
1100.0 843.3550000000001
1150.0 843.1600000000001
1200.0 837.085
1250.0 825.935
1300.0 826.8000000000003
1350.0 819.495
1400.0 822.0799999999999
1450.0 822.2850000000001
1500.0 819.6499999999999
1550.0 821.1049999999999
1600.0 820.78
1650.0 825.045
1700.0 812.9799999999998
1750.0 816.6249999999999
1800.0 820.1999999999998
1850.0 819.2899999999996
1900.0 818.4099999999995
1950.0 814.7199999999996
2000.0 817.1549999999995
2050.0 821.5749999999995
2100.0 820.7999999999995
2150.0 807.3149999999995
2200.0 806.5799999999997
2250.0 805.9849999999998
2300.0 804.9749999999996
2350.0 802.9249999999996
2400.0 804.2549999999995
2450.0 804.5449999999996
2500.0 803.6299999999995
2550.0 801.6349999999998
2600.0 800.7299999999996
2650.0 804.9599999999997
2700.0 802.9899999999998
2750.0 801.5349999999997
2800.0 801.6549999999999
2850.0 801.0549999999997
2900.0 800.8799999999997
2950.0 801.9649999999998
3000.0 801.8599999999998
3050.0 802.2399999999998
3100.0 801.7099999999999
3150.0 801.7149999999998
3200.0 801.3349999999998
3250.0 800.9149999999997
3300.0 799.7799999999997
3350.0 799.6149999999997
3400.0 801.0049999999999
3450.0 800.8049999999998
3500.0 800.745
3550.0 799.9499999999998
3600.0 800.1699999999997
3650.0 799.1799999999997
3700.0 799.1099999999997
3750.0 799.1949999999997
3800.0 799.1399999999995
3850.0 798.7699999999996
3900.0 798.5649999999996
3950.0 798.5649999999996
4000.0 798.5599999999996
4050.0 798.2749999999996
4100.0 798.3749999999997
4150.0 798.4449999999997
4200.0 798.2449999999998
4250.0 798.2449999999998
4300.0 798.7199999999996
4350.0 798.6799999999996
4400.0 798.6499999999996
4450.0 798.6049999999998
4500.0 798.1949999999997
4550.0 798.1049999999997
4600.0 798.1049999999997
4650.0 798.1049999999997
4700.0 798.1049999999997
4750.0 798.1299999999997
4800.0 798.0449999999995
4850.0 798.0349999999995
4900.0 797.9849999999994
4950.0 797.9849999999994
5000.0 798.0349999999994
5050.0 798.0349999999994
5100.0 798.0349999999994
5150.0 798.0349999999994
5200.0 798.0349999999994
5250.0 797.9949999999994
5300.0 797.9449999999995
5350.0 797.9449999999995
5400.0 797.9449999999995
5450.0 797.9449999999995
5500.0 797.9449999999995
5550.0 797.9549999999995
5600.0 797.9549999999995
5650.0 797.9549999999995
5700.0 797.9549999999995
5750.0 797.9549999999995
5800.0 797.9449999999995
5850.0 797.9449999999995
5900.0 797.9449999999995
5950.0 797.9449999999995
6000.0 797.9449999999995
6050.0 797.9549999999995
6100.0 797.9549999999995
6150.0 797.9549999999995
6200.0 797.9549999999995
6250.0 797.9799999999996
6300.0 797.7799999999994
6350.0 797.7799999999994
6400.0 797.7799999999994
6450.0 797.7699999999994
6500.0 797.7699999999994
6550.0 797.7699999999994
6600.0 797.7699999999994
6650.0 797.7699999999994
6700.0 797.7699999999994
6750.0 797.6949999999995
6800.0 797.6949999999995
6850.0 797.6949999999995
6900.0 797.6949999999995
6950.0 797.6949999999995
7000.0 797.6949999999995
7050.0 797.6949999999995
7100.0 797.7049999999995
7150.0 797.7049999999995
7200.0 797.6949999999995
7250.0 797.6949999999995
7300.0 797.6949999999995
7350.0 797.6949999999995
7400.0 797.6949999999995
7450.0 797.6949999999995
7500.0 797.6949999999995
7550.0 797.6949999999995
7600.0 797.6949999999995
7650.0 797.6949999999995
7700.0 797.6949999999995
7750.0 797.6949999999995
7800.0 797.6949999999995
7850.0 797.6949999999995
7900.0 797.6949999999995
7950.0 797.6949999999995
8000.0 797.6949999999995
8050.0 797.6949999999995
8100.0 797.6949999999995
8150.0 797.6949999999995
8200.0 797.6949999999995
8250.0 797.6949999999995
8300.0 797.6949999999995
8350.0 797.6949999999995
8400.0 797.6949999999995
8450.0 797.6949999999995
8500.0 797.6949999999995
8550.0 797.6949999999995
8600.0 797.6949999999995
8650.0 797.6949999999995
8700.0 797.6949999999995
8750.0 797.6949999999995
8800.0 797.6949999999995
8850.0 797.6949999999995
8900.0 797.6949999999995
8950.0 797.6949999999995
9000.0 797.6949999999995
9050.0 797.6949999999995
9100.0 797.6949999999995
9150.0 797.6949999999995
9200.0 797.6949999999995
9250.0 797.6949999999995
9300.0 797.6949999999995
9350.0 797.6949999999995
9400.0 797.6949999999995
9450.0 797.6949999999995
9500.0 797.6949999999995
9550.0 797.6949999999995
9600.0 797.6949999999995
9650.0 797.6949999999995
9700.0 797.6949999999995
9750.0 797.6949999999995
9800.0 797.6949999999995
9850.0 797.6949999999995
9900.0 797.6949999999995
9950.0 797.6949999999995
10001 797.6949999999995
