Precio Felicidad Relacion Ponderacion Pasos Tiempo
1085.2799999999986 39 27.82769230769227 7 32 5
1102.1399999999994 37 29.787567567567553 8 27 4
1135.4949999999994 41 27.694999999999986 9 28 4
1135.4949999999994 41 27.694999999999986 10 28 5
1135.4949999999994 41 27.694999999999986 11 28 5
1131.4399999999996 41 27.5960975609756 12 27 5
1131.1849999999997 41 27.58987804878048 13 27 5
1131.1849999999997 41 27.58987804878048 14 27 4
1131.1849999999997 41 27.58987804878048 15 27 5
1131.1849999999997 41 27.58987804878048 16 27 4
1131.1849999999997 41 27.58987804878048 17 27 5
1131.1849999999997 41 27.58987804878048 18 27 5
1131.1849999999997 41 27.58987804878048 19 27 4
1131.1849999999997 41 27.58987804878048 20 27 5
1131.1849999999997 41 27.58987804878048 21 27 4
1131.1849999999997 41 27.58987804878048 22 27 5
1131.1849999999997 41 27.58987804878048 23 27 5
1131.1849999999997 41 27.58987804878048 24 27 4
1131.1849999999997 41 27.58987804878048 25 27 4
1017.3749999999998 13 78.25961538461537 1 42 11
1057.4800000000002 36 29.37444444444445 2 33 8
1088.8650000000005 47 23.167340425531926 3 35 7
1128.0700000000004 57 19.79070175438597 4 34 6
1144.2050000000008 62 18.454919354838722 5 38 8
1173.5100000000002 68 17.257500000000004 6 42 8
1197.3350000000003 71 16.863873239436625 7 36 10
1225.8800000000008 76 16.13000000000001 8 44 11
1229.7600000000004 69 17.822608695652182 9 26 6
1229.7600000000007 68 18.08470588235295 10 26 6
1230.5650000000007 67 18.36664179104479 11 26 6
1230.8300000000008 67 18.370597014925387 12 27 6
1230.8300000000008 67 18.370597014925387 13 27 6
1232.540000000001 65 18.962153846153864 14 27 6
1232.540000000001 65 18.962153846153864 15 27 6
1232.540000000001 65 18.962153846153864 16 27 7
1232.540000000001 65 18.962153846153864 17 27 6
1232.540000000001 65 18.962153846153864 18 27 7
1232.540000000001 65 18.962153846153864 19 27 8
1232.540000000001 65 18.962153846153864 20 27 4
1232.540000000001 65 18.962153846153864 21 27 4
1232.540000000001 65 18.962153846153864 22 27 4
1232.540000000001 65 18.962153846153864 23 27 4
1232.540000000001 65 18.962153846153864 24 27 4
1232.540000000001 65 18.962153846153864 25 27 4
1049.645 14 74.97464285714285 1 47 11
1073.0250000000008 29 37.000862068965546 2 45 10
1109.5600000000002 43 25.80372093023256 3 44 10
1148.495000000001 54 21.268425925925946 4 42 8
1177.5850000000014 60 19.62641666666669 5 44 8
1207.0950000000012 65 18.570692307692326 6 46 7
1227.2500000000011 67 18.317164179104495 7 44 6
1257.905000000001 68 18.498602941176486 8 33 4
1258.6950000000008 67 18.786492537313446 9 32 4
1257.5300000000009 62 20.282741935483884 10 26 3
1257.5300000000009 62 20.282741935483884 11 26 3
1257.5300000000009 62 20.282741935483884 12 26 3
1257.5300000000009 62 20.282741935483884 13 26 3
1257.5300000000009 62 20.282741935483884 14 26 3
1257.5300000000009 62 20.282741935483884 15 26 3
1257.5300000000009 62 20.282741935483884 16 26 3
1257.5300000000009 62 20.282741935483884 17 26 3
1257.5300000000009 62 20.282741935483884 18 26 3
1257.5300000000009 62 20.282741935483884 19 26 3
1257.5300000000009 62 20.282741935483884 20 26 3
1257.5300000000009 62 20.282741935483884 21 26 3
1257.5300000000009 62 20.282741935483884 22 26 3
1257.5300000000009 62 20.282741935483884 23 26 3
1257.5300000000009 62 20.282741935483884 24 26 3
1257.5300000000009 62 20.282741935483884 25 26 3
913.4999999999998 26 35.13461538461537 1 57 39
943.3050000000002 40 23.582625000000004 2 54 34
985.1950000000002 55 17.912636363636366 3 47 28
1003.1249999999994 60 16.71874999999999 4 50 30
1042.0649999999996 69 15.10239130434782 5 49 26
1049.2149999999995 69 15.206014492753615 6 45 24
1075.95 69 15.593478260869565 7 38 17
1090.89 71 15.364647887323946 8 37 17
1090.89 71 15.364647887323946 9 37 16
1108.9900000000002 73 15.191643835616441 10 37 16
1108.9900000000002 73 15.191643835616441 11 38 16
1108.9900000000002 73 15.191643835616441 12 38 16
1108.2000000000005 73 15.180821917808226 13 39 15
1108.2000000000005 73 15.180821917808226 14 39 15
1108.2000000000005 73 15.180821917808226 15 39 15
1108.2000000000005 73 15.180821917808226 16 39 15
1108.2000000000005 73 15.180821917808226 17 39 15
1108.2000000000005 73 15.180821917808226 18 39 15
1108.2000000000005 73 15.180821917808226 19 39 16
1108.2000000000005 73 15.180821917808226 20 39 15
1108.2000000000005 73 15.180821917808226 21 39 16
1108.2000000000005 73 15.180821917808226 22 39 16
1108.2000000000005 73 15.180821917808226 23 39 15
1108.2000000000005 73 15.180821917808226 24 39 16
1108.2000000000005 73 15.180821917808226 25 39 16
1075.3199999999997 8 134.41499999999996 1 48 16
1092.5249999999999 19 57.50131578947368 2 46 14
1127.0149999999994 31 36.355322580645144 3 41 11
1149.215 38 30.242499999999996 4 40 9
1189.36 46 25.85565217391304 5 42 8
1234.145 51 24.19892156862745 6 39 7
1233.975 51 24.195588235294117 7 41 7
1248.8549999999998 51 24.487352941176468 8 38 6
1249.6650000000004 53 23.578584905660385 9 41 7
1249.5950000000003 53 23.5772641509434 10 42 6
1251.5299999999997 49 25.541428571428565 11 37 5
1252.4749999999995 49 25.560714285714276 12 36 5
1252.4749999999995 49 25.560714285714276 13 36 5
1252.4749999999995 49 25.560714285714276 14 36 5
1252.4749999999995 49 25.560714285714276 15 36 5
1252.4749999999995 49 25.560714285714276 16 36 5
1252.4749999999995 49 25.560714285714276 17 36 5
1252.4749999999995 49 25.560714285714276 18 36 5
1252.4749999999995 49 25.560714285714276 19 36 5
1252.4749999999995 49 25.560714285714276 20 36 6
1252.4749999999995 49 25.560714285714276 21 36 5
1252.4749999999995 49 25.560714285714276 22 36 5
1252.4749999999995 49 25.560714285714276 23 36 5
1252.4749999999995 49 25.560714285714276 24 36 5
1252.4749999999995 49 25.560714285714276 25 36 5
